User,Rating,Date,ISO_Date,Review,Review_Length,Response
hanobi,5.0,3 minggu lalu,2025-06-24T04:16:53Z,"udang keju nya enak banget, saya sampai mesen sebanyak inii",59,
Errawan Sofyan,2.0,setahun lalu,2023-11-26T12:56:14Z,"Mie gacoan rasanya emg enak banget dengan harga yg sangat terjangkau, tempatnya nyaman. Rela antri setiap kesini 🌟
Sayangnya pegawai bagian bersihin meja kurang teliti, selama menunggu pesanan mungkin ada -+20 menitan itu meja masih belum dibersihkan..
Padahal selama kami menunggu banyak meja yg baru saja selesai dipakai langsung dibersihkan, meja yg saya tempatin selalu dilewat atau tidak dilihat, tidak diperhatikan. Bahkan meja samping banget itu baru kosong, ga lama langsung dibersihin juga.
ga nyaman banget, duduk nunggu pesanan tapi meja kotor dengan alat makan yg kotor berserakan.
Sampai alarm bunyi untuk mengambil minuman dan cemilan, saya sekalian ngingetin pegawai nya kalo meja yg diujung belum di bersihkan.",726,
rizki Khoirul,5.0,seminggu lalu,2025-07-05T05:09:06Z,"makanan nya enak tempat nya juga bagus, buat tempat nya juga lumayan lega, enak juga buat main sama temen jangan lupa ya mampir ke mie gacoan buah batu",151,
Rahma Annisa,4.0,2 minggu lalu,2025-07-01T08:59:27Z,"Tempatnya lumayan besar + nunggu makanannnya gk selama di cabang lainn, makanannya jg masih anget ^^",100,
Silvia Permatasari,2.0,3 bulan lalu,2025-03-22T21:59:36Z,"Pertama makan disini pas lgi sepi, oke"" aja pesanan sesuai, ke2 kalinya pas lagi rame, trnyata sistemnya kacau, pesanan lama selesai trs yg dikasih malah gk sesuai level, pesen level 1 tah dikasih level berapa, alhasil gk kemakan karna kepedesan cok :)",252,
Putu Mayang,4.0,2 tahun lalu,2022-11-20T23:01:24Z,"Makanan disini enak dan murah, bahkan sangat murah. Namun sayang sistem antriannya ada yang aneh sehingga di peak hours atau di hari weekend bisa terjadi antrian hingga keluar bangunan.

Tidak ada parkiran mobil karena motor yang parkir disini sangatlah banyak.

Mungkin karena makanannya harganya sangat murah, dengan rasa yang lumayan dan tempat yang bisa dibilang bagus, orang rela mengantri.",395,
Ajeng Triunas,1.0,3 bulan lalu,2025-04-04T13:22:48Z,"dateng lebih dulu udah duduk 20 menit buat nunggu pesenan, tiba tiba disuruh pindah tempat duduk cuman karena duduk berdua di kursi panjang, tiba tiba ada cewe cowo ber 4 langsung nempatin bilang udah di booking padahal mereka baru dateng ga ada tulisan reserved juga, gilliran nanya tempat duduk yang lain yang ga ada kursinya sama crew nya malah di jawab yang lain juga mau disuruh pindah giliran dah diliatin ga ada yang disuruh pindah cuman kita ber2 aja 🤬🤬🤬🤬👎🏿👎🏿👎🏿👎🏿",471,
feba dintiya,1.0,2 minggu lalu,2025-07-01T10:01:12Z,"gacoan buah batu sangat enak dan menyenangkan bersama teman² disini, sayangnya saat itu hujan jadi agak suasana nya agak gaenak tapi seru dan enakk makanannyaaa 😍😍😁😁",165,
Ganesha Adiguna,4.0,setahun lalu,2023-09-16T05:40:56Z,"TL;DR
Happy makan ok, dengan harga ok, di tempat ok, dirusak moodnya dengan tukang parkir minta uang parkir diatas harga normal.

Pertama makan mie gacoan di Bali tahun lalu. Good experience dari segi tempat dan harga. Tapi dari segi rasa kurang paten, karena rasa mienya kayak tepung.

Kemarin iseng nyoba lagi, sarapan di sana, karena sedang nunggu anak sekolah. Kami nyoba mie gacoan, udang keju, dan green thai tea. Semuanya enak. Green thai tea murah, rasanya kental. Mie nya udah improve drastis dari terahir nyoba.

Sayangnya ketika kami mau pulang, ditagih uang parkir lebih dari harga normal di tempat lain. Walaupun harga parkir ga seberapa, tapi mood keburu rusak karena ditagih parkir diatas ekspektasi. Padahal di tempat lain atau bahkan fine dining aja parkirnya ga begitu.

Mungkin saya bakal repeat order, tapi di tempat lain, atau parkir di tempat lain.",870,
Rizka Savitry,4.0,setahun lalu,2023-10-13T03:30:06Z,"Tempatnya bagus luas, rame terus ngantriiii. Parkiran luass. Untuk rasanya mah standar , tapi pwdesssss nya pedes vangetttt. Harga murahhhhh bangetttt",150,
Yello,5.0,2 tahun lalu,2023-04-14T07:51:15Z,"Pas kesana cuacanya lagi beranginnnn.. kayanya butuh wind-breaker supaya lebih nyaman.

Mie & pangsit nya ok untuk harga 10rb.

Service cepat, mungkin karena yg dine in sedang tidak antri.",188,
Ajeng suci nuraillah,5.0,sebulan lalu,2025-05-31T11:14:13Z,tempatnya enyaa enak pelayananya cepet makannannya juga pada enakk masih anget mienya jugaa hujan hujan makan mie sumpah enak bnget best pokonya gacoan bubat,157,
RIKA DR,4.0,2 tahun lalu,2022-10-22T07:34:07Z,"Kalo beli gacoan dicabang manapun selalu penuh sih, baik itu take away maupun dine in. Untuk dine in harus sabar menunggu dan bersedia waiting list.

Tapi bingung sistem dine in nya katanya waiting list di kasih nomor, udah dapet nomor dan nunggu dari nomor 1 - 16 lama malah bilangnya langsung ngantri di kasir dan dikasih nomer di kasir.

Untuk gacoan cabang buah batu harga belum termasuk pajak 10%, tempat nya lumayan luas hanya 1 lantai.",442,
Sonia Ariella Parera,1.0,sebulan lalu,2025-05-21T01:50:04Z,"GAIS HATI² KALAU BELI GACOAN, AKU UDAH DUAKALI KE RS, YG PERTAMA MASUK IGD GARA² MIENYA PADAHAL PESEN LEVEL 0, KEDUA KALI PESEN, PESEN CEMILAN UDANG KEJU DAN PANGSIT MALAH JDI ALERGI PADAHAL GADA RIWAYAT ALERGI UDANG DAN AYAM. PAS KE DOKTER JUGA TERNYATA GA DI REKOMEN SOALNYA HIDANGANNYA GABERSIH. TOLONG TINGKATIN KEBERSIHAN DAN KUALITAS MAKANANNYA",350,
Mie Gacoan,5.0,2 minggu lalu,2025-07-02T05:49:15Z,Pelayanan bagus ramah makanan nya enak tempat nya nyaman 🥰😊🥰🥰🥰,62,
Rini Destrianti,1.0,2 tahun lalu,2023-03-31T04:32:50Z,"pelayanan sangat lama sudah tau ramai  online sama ofline  kasir cuman ada 1
antri bill aja udah 15 menit belum antri makanan  sampe 30 menitan lebih
kenapa karyawanya di jam makan siang di kurangin sedangkan  sangat  ramai.
kalau di tegur sama pelanggan baru nambah kasir  jadi 2
apa perlu setiap hari setiap ramai harus di tegur terlebih dahulu.
sedangkan karyawanya pada santai santai sekali tidak liat situasi sedang ramai. dan banyak sekali kasus gara gara lama pelayanan dan suka antrian terlewat.
apalagi kasus sama ojol di cabang cabang gacoan lain
tolong di benahi karyawanya  di gcoan buah batu
makananya sih enak  tapi pelayananya sangat  jelek terutama di segi kecepatan  kesopanan",693,
Asri Diandini,5.0,3 minggu lalu,2025-06-23T06:34:48Z,"Rasanya enak bangett,tempatnya lumayan strategis kejangkau damri,pelayanannya ramah bangett,request kalo malem adain konser dong kayak jkt48,bts,blackpink,dll:)",160,
Jonathan Prawira Rahawarin,2.0,sebulan lalu,2025-05-29T11:40:27Z,"udang kejunya kosong, nggak ada keju sama sekali, dari 3 udang keju, cuma satu yang ada kejunya, mungkin lalai karena ramai yang pesan, tapi tolong utamakan juga kenyamanan pemesan",180,
love humorous,5.0,sebulan lalu,2025-06-06T06:02:15Z,"Memang udah sering kesini sih, dari servicenya juga oke bgt dan selalu ramah ke cust. Bikin betah pluss gak pernah ngecewain sama sekalii👏🏻👏🏻",141,
Afran Nino Official,4.0,setahun lalu,2024-05-03T09:38:29Z,"Kalau soal mienya gausah ditanya ya enak kaya gmn? Apalagi udang kejunya. Beuhh. Tapi kalau soal tempat di Bubat ini kayanya gak deh. Soalnya kalau siang panas banget 🥵. Kurang nyaman aja kalau aku pribadi. Karena panas berdampak juga kan ke psikologis orang, termasuk karyawannya. Tapi aku maklumi aja. Karena selain hetic, ya hawanya bisa bikin pengen marah2 😂.",363,
ananda febrianasundari,5.0,4 bulan lalu,2025-03-11T10:39:15Z,"Alhamdulillah bisa bukber Ramadhan thn ini (2025) di Gacoan Buah batu sama teh Eva. Pertama kali beli gacoan di sini. Tempatnya nyaman, luas, bersih, dan layanan satset dan ramah. Untuk lokasi pun strategis. Manteppp 😇🥰",219,
Azzahro Maryam,4.0,setahun lalu,2024-02-27T11:45:04Z,"Untuk makanan mie nya aman aman aja, dimsum nya enak
Cuman kebetulan pas Dateng pas ujan besar jadi lumayan penuh dan antri nya lama, karna hujan beberapa meja yang ceritanya outdoor jadi gk bisa di pake, saran aja coba yang outdoor di pake in payung meja gitu biar meski hujan meja nya tetep kepake lumayan soalnya ada sekitar 5-7 meja kosong gk kepake karna hujan",365,
Akbar Fauzan,4.0,setahun lalu,2023-11-09T07:35:24Z,"Tempat nongkrong dan makan viral di Bandung. Tempat oke bgt buat nongki.. Aman juga lah di kantong..

Tapi ya rasa B aja.. Overalls karena dapat di suasana jadi oke..

Ke2 kalinya ke Bandung..",192,
Naura Risma,5.0,2 minggu lalu,2025-06-27T07:54:32Z,"makanannyaa enak bgt, suasananyaa sejukk karna kena anginn, layanannyaa juga ramahh, cocokk untuk makan seangkatann",115,
Jarkasih Engkas,1.0,3 minggu lalu,2025-06-19T04:49:03Z,"Saya kapok ke gacoan cabang bubat, ada karyawan muka nya jutek dan jawaban nya gk enak didengar, ingat ya kalau konsumen nanya jawablah dg ramah dan baik, semoga bisa jadi perbaikan untuk kedepan nya ya",202,
Another One,5.0,sebulan lalu,2025-05-31T09:20:13Z,Tempatnyaa enk pelayanannya ramah lagi rame juga masih tetep cepet rekom banget pokonya gacoan bubat buat makan,111,
Solis Grooming,5.0,setahun lalu,2023-10-17T13:59:54Z,"Jos bgt makan disini.mantul pisan pokoknya .pegawe gesit  walau antrian panjang,tempat luas bgt,pegawai ramah,bersih,parkiran oke.kang parkirnya jg ramah.",154,
Fajar Firmansyah,1.0,2 minggu lalu,2025-06-29T15:56:52Z,"Bintang satu masa parkir saya kasih tapi waktu mau nyebrang gak ada yang bantuin, terus kalo ada kehilangan barang masa gak mau tanggung jawab pihak resto",154,
Sandy Kurniawan,5.0,Diedit sebulan lalu,2025-02-18T06:59:58Z,"Mie Gacoan yang terletak di daerah Buah Batu, Bandung, menawarkan pengalaman kuliner yang cukup menarik. Sebagai salah satu cabang dari jaringan restoran mie ternama, Mie Gacoan hadir dengan konsep yang memikat para pencinta mie dengan hidangan yang lezat, cepat saji, dan harga yang terjangkau. Begitu memasuki tempat ini, pengunjung disambut oleh suasana yang modern dan nyaman, membuatnya cocok untuk berkumpul bersama teman maupun keluarga.

Mie Gacoan dikenal dengan berbagai varian mie pedas yang menggugah selera. Salah satu menu andalan yang paling populer adalah Mie Setan, yang menawarkan sensasi pedas dengan tingkat kepedasan yang bisa disesuaikan sesuai selera. Selain itu, ada juga Mie Iblis yang lebih pedas, cocok untuk para penggemar makanan pedas sejati. Mie yang digunakan memiliki tekstur kenyal dan cukup menggugah, sementara kuahnya kaya rasa, memberikan sensasi gurih yang pas di lidah.

Tak hanya mie, Mie Gacoan juga menyajikan berbagai hidangan pendamping seperti dumpling, tahu goreng, dan aneka minuman segar. Setiap porsi makanan terasa segar dan nikmat, dengan porsi yang cukup mengenyangkan. Kecepatan pelayanan juga menjadi salah satu nilai tambah, sehingga pengunjung tidak perlu menunggu terlalu lama.

Secara keseluruhan, Mie Gacoan Buah Batu adalah pilihan tepat bagi mereka yang ingin menikmati hidangan mie pedas dengan harga terjangkau dan suasana yang nyaman. Kualitas rasa yang ditawarkan sebanding dengan harganya, menjadikannya tempat favorit bagi banyak orang.",1504,
Ramdhan Mardiansah,1.0,setahun lalu,2024-02-07T10:22:27Z,Tidak di clean up dengan benar meja masih kotor ada air kayak air susu tisu gk ada cuman box nya saja alhasil di lap pakai bill hasil pembelian tolong di evaluasi kembali,170,
Santi Susanti,5.0,2 minggu lalu,2025-06-27T08:04:52Z,Ke tempat sini sllu enak buat nongkrong... Makanan nya lumayan enak bgt.. The best pokoknya,91,
Muslih Lhoo,5.0,2 minggu lalu,2025-06-29T06:43:17Z,"tempatnyaa enakeun pisan pokonya adem, makanan dan minumannyaa jugaa enak banget best pokonyaa",94,
Raihani Firdaus,1.0,5 bulan lalu,2025-01-18T06:05:32Z,"Kasir dan anak training baju merah ga tau soal diskon 90% yang harus di claim pake qrs shopee pay, aku udah claim 11 menu tapi malah ga dapet diskon tersebut padahal udah sesuai aturan, tapi pas saya ga dapet diskon tersebut anak training baju merah malah nanya apakah sebelum bayar ada tulisan promo? SETELAH saya bayar, keliatan banget pada belum pada tau cara claim diskon tersebut. Gacoan bubat emang enak tapi baru kali ini Kecewa sama pelayanannya semoga tidak terulang kembali",483,
Husnik maro Aina,5.0,seminggu lalu,2025-07-04T10:46:37Z,"Tempat nya rekomended banget, pelayanan nya ramah enak banget buat anak kuliah yang mau ngerjain tugas",102,
Wajib Hasanadi,5.0,setahun lalu,2024-02-12T11:05:07Z,"Salah satu Mie Gacoan dengan tempat yg luas, tempat duduk yg banyak, dan buka 24 jam!!
Tapi antrinya tetap ada sih 😆👍",117,
Atang Siliadji,5.0,2 tahun lalu,2022-11-20T06:24:23Z,"Suasananya dapet, dimsum nya oke banget, mie gacoannya enak dan murah, minumannya terasa banget,  konsep open space nya mantep, wastafel ok dan bersih, sanitasinya ok dan bersih,  kurangnya hanya parkir untuk mobil yg kurang memadai dgn jumlah pengunjung. Secara keseluruhan OK",277,
Jizan Priauzan,5.0,setahun lalu,2023-08-12T05:18:49Z,"Tempatnya enak kalau di jam jam siang, kurang recomended kalau mau malem kesini, ramai...

Saya pesan level 8 , mie nya sedikit sambelnya doang banyak bgt , sudah seperti makan sambal saja.

Saran untuk pembeli pesan mie yang level 1-4 saja sudah cukup. Es minumannya enak , pesan yang gobak sodor, bisa meredakan mie yang rasanya pedas. Saran untuk mie gacoan , mie nya sangat sedikit , jadi harus banyak tambah mie nya.",421,
Vickyellow,5.0,2 bulan lalu,2025-05-14T04:47:13Z,"Semua oke, tapi kalo bisa dipisahkan antara are smooking dan non, karna pengunjung disitu tidak semua org dewasa, ada yang bawa anak kecil dan balita. Tks",154,
Daveena Utomo,5.0,2 tahun lalu,2022-11-20T07:11:20Z,Biasanya selalu pesen lewat aplikasi g*food. Kemarin kebetulan lewat cobain ah melipir... antrian nya panjang tp alhamdulillah lumayan cepet ko pelayanan nya... mie nya maaf ga ke photo 😁 next time yah kalo kesana lagi,218,
Sari Purnamawati,5.0,9 bulan lalu,2024-10-01T01:25:53Z,"Tempatnya nyaman dan luas, mie gacoan banyak pilihan menu utk mie dengan level, minumannya jg banyak pilihan, harga terjangkau, pelayanan baik dan cepat, tidak menunggu lama pesanan langsung di antar, utk pesan makanannya agak antri karna memang mie gacoan ramai, parkir luas dan toilet jg tersedia",298,
Salsabiila Wijaya,5.0,5 bulan lalu,2025-02-04T05:05:26Z,"Pengalaman makan disini sangat baik. Rasa mie gacoan disini pun lebih enak ketimbang cabang gacoan yang lain, makan juga damai karena kondisinya masih pagi jam 11 an. Penyiapan makanannya juga terhitung cepat, pokoknya best! Tingkatkan lagi dan sukses terus^^",259,
Tulus Setyo Asmoro,5.0,2 tahun lalu,2023-02-09T09:43:12Z,"Tempat makan luas dan nyaman.
Makanan enak & murah.
Pilihan menu juga banyak.
Fasilitas lengkap, ada mushola juga.

Untuk pecinta pedas cocok datang kesini..
Nyobain level 3 aja udah pedes apalagi level 8.. 🤯",208,
Aisyah Salimah,5.0,Diedit 2 tahun lalu,2023-02-07T02:38:41Z,Makanan sama minuman nya enak cuma mie nya datang duluan minuman sm cemilan nya lama kali nunggu nya😂🤣 perbaiki itu saja sih kalau bisa minuman dulu terus makanan nya Dateng gitu sihh.. biar orang makan ga kepedesan 😪,217,
AS Ordinary,5.0,setahun lalu,2024-02-25T11:17:29Z,"Untuk tempat menurut saya ini udah enak banget sih. Saat saya pertama kali datang kesini pelayanannya agak lama, tapi maklulm sih karena waktu itu malming jadi rame banget.

Untuk mie nya yang paling saya suka itu gacoan level 4, itu menurut saya kombinasi yang enak banget sih. Saya juga suka banget udang keju nya, apalagi ditambah sausnya yang enak.

Overall baik makanan / tempatnya menurut saya oke sih, rekomendasi lah!",425,
ONE US,4.0,setahun lalu,2024-05-31T19:07:05Z,"Sbnrnya basic sih cuma kaya mie dicabein tapi enak kok, udang keju nya the bestt bgt bgt. Liat banyak di kota kota lain yg dapet zonk entah dr packaging atau pelayanan tp aku allhamdulillah gapernah dapet zonk",209,
Arinda Amelia,4.0,4 bulan lalu,2025-02-25T02:24:24Z,"saya berkali2 kesini kenapa ya setiap take away pelayanan nya lama, karyawan cm ngobrol doang kebanyakan pdhl saya take away pagi2 loh blm bnyk yg beli juga blm rame, tolong ya pelayanan nya jgn kebanyakan ngobrol",213,
Nie Aza,5.0,seminggu lalu,2025-07-04T06:28:10Z,Selain makananx .enak Tempatx...nyaman ....pelayananx..juga bagus bgt,69,
Evan He,1.0,3 bulan lalu,2025-03-21T13:58:12Z,"Sangat jelek tidak sesuai harga harusnya harga 25rn pas Dateng harga 31rb, udang keju dan air minum Kurang ada sebagean teman saya ga ke bagi",141,
Moch Helga,5.0,seminggu lalu,2025-07-07T06:44:47Z,"Makanan oke, Pelayanannya juga ok Apalagi buat siteteh yang jangkung baik banget pelayanannya",93,
Asep Sudirman,5.0,seminggu lalu,2025-07-05T04:12:30Z,"Alhmdulillah beberapa kali makan mi gacoan di sini di buah batu beda dari sebelum nya ,mi nya masih hangat dan makin nikmat di makan nya..",138,
Nia Kania,5.0,9 bulan lalu,2024-10-03T05:00:50Z,"Aku pernah jajan di sana,duh tempatnya nyaman banget bagus buat poto"" 😍😍... makanan nya enak""  dan murahhhh banget ga bikin kantong kering,pokonya rekomendasi deh yg pingin jajan enak kenyang dan murah ayo datang aja ke Gacoan yg du buah batu,ayoo gaesss buktikan sendiri 🤩🤩👍👍",276,
Dini Amalia Putri Rianto,5.0,seminggu lalu,2025-07-06T05:42:18Z,"Gacoan ini sangat bagus. Pelayanan ramah, makanan nya enak dan harga nya juga murah. Worth it to buy",100,
Lennii Karlina,5.0,seminggu lalu,2025-07-04T06:29:20Z,"Mie gacoan buah batu tempatnya nyaman karyawan ramah dan semua bersih.

Makanan gak perlu ditanya lagi ya 🥰",107,
Halwa Mufidatul Yumna,5.0,seminggu lalu,2025-07-04T10:47:59Z,"enak buangeettt, pegawainya ramah ramah. pokonya mie nya cuma ada di buah batu gaada di brazil inimah💗🙀",103,
Tia Zaskia,5.0,seminggu lalu,2025-07-08T07:33:57Z,makanannya enak 👍🏻⭐ kualitas dan layanan nya bagus‼️,52,
Alit Dadang,5.0,4 minggu lalu,2025-06-17T12:28:25Z,"Bila sudah masuk ke resto gacoan ini sangat adem sekali,fasilitasnya terjamin ,nyaman untuk bawa keluarga makan di mie gacoan buah batu",135,
Rini Aryanti,5.0,2 tahun lalu,2023-06-14T16:00:24Z,"Tempatnya nyaman, makanan lumayan, harganya worth it bangeettttt😭 tpi saya agak kecewa dikit banget. Waktu itu saya pesan siomay ayam, tpi sm waitersnya malah dikasih lumpia udang. Saya gk ngeuh pas dikasih itu krna saya gatau klo itu lumpia udang:' pantes di gambar sama aslinya beda jauh😭 tpi gpp ttp enak kok. Waiters juga mungkin msh baru soalnya msh pake seragam hitam putih jdi saya maklumin krna saya jga klo awal masuk kerja sukaa bkin kesalahan:')",456,
Jihan aulya,5.0,seminggu lalu,2025-07-04T10:46:45Z,"tempatnya nyaman, pelayanan ramah, enak bangett buat ngerjain tugas ya ges ya🤭",78,
alya alyadesvita,5.0,sebulan lalu,2025-06-13T05:53:04Z,"bagus banget , tempat nya nyaman bersih , pengawai’ nya juga pada baik ramah’ , makananya enak’ pokok nyaa mangapp banget gacoan buah batu 😍😍",141,
Tia Zaskia,5.0,seminggu lalu,2025-07-08T07:33:57Z,makanannya enak 👍🏻⭐ kualitas dan layanan nya bagus‼️,52,
Diny Natalia,1.0,11 bulan lalu,2024-07-28T04:59:05Z,"Makan ber10 tapi tempat duduk dikasih cuman ber 6 duduk ditempat lain malahan diusir.
Lagi makan diusir dan ga ada minta maaf sama sekali
Minuman datang lama bgt 1 jam makanan udah abis masih belum datang.
Tolong dong pelayanannya ini gimana sih sekelas gacoan.",261,
Jihan Alieva,5.0,seminggu lalu,2025-07-05T05:06:22Z,"pelayanannya baik bangett, memuaskan bangett, pegawainya jga ramah banget  ka herlan baik banget debesttt👍🏻👍🏻👍🏻👍🏻👍🏻",115,
Dedi juna channel,5.0,Diedit setahun lalu,2023-09-02T13:59:55Z,"Makanan enak ,harga terjangkau , cocok buat nongkrong sambil makan, minuman variatif yang pasti rekomendasi deh...sedikit saran alangkah baiknya varian menu disertakan gambar  agar untuk pembelian pemula tidak kebingungan menentukan makanan yg ingin dan saat memesan makanan",274,
aniespur 94,5.0,2 tahun lalu,2023-05-02T07:49:46Z,"makanannya enak, hemat di kantong.
dan tips, kalo mau dine in di weekend - datangnya jam 9-10 soalnya masih rada sepi, jadi nunggunya gak terlalu lama, siangan dikit.. byebye deh.. banyak yang datang.. jadi harus ekstra sabar menunggu..",236,
Ake Bahtiar,3.0,setahun lalu,2024-04-19T09:44:49Z,"Tolong untuk karyawannya di atur lagi dalam hal menggunakan toilet, kalau emang menyatu sama customer, udh lama bget, pake muntah muntah segala, kesannya jorok dan gak nyaman",174,
Aulia Syifa,5.0,7 bulan lalu,2024-12-09T08:03:55Z,"makanan enak, pelayanan nya juga baik, kesini nya sekelas",57,
Shida Halimatussadiyah,5.0,seminggu lalu,2025-07-03T07:07:15Z,"makanannya enak, tempatnya nyaman, pelayanan nyaa ramah good bgt pokoknya",73,
Sela Puji lestari,5.0,sebulan lalu,2025-06-15T06:32:26Z,"gacoan buah batu memang the best paling wow,enak banget,pokonyaaa gacoan buah batu terbaik buat karyawan dana pegawai pegawai lainnyaaa semangatttt yaa buat pekerjaannyaaa I LOVEE U GACOAN BUBAT",194,
Uli Fauzan,3.0,2 tahun lalu,2023-05-10T04:13:09Z,"untuk tempat lumayan, hanya untuk Parkir kurang buat mobil, untuk Penjaga parkirnya kurang baik dari segi keseragaman. untuk makanan dan minuman cukup enak, bersih dan variatif, untuk pelayanan di tempat pemesanan cukup bagus meskipun antrean panjang, untuk penyajian makanan sedikit kurang karena pesanan makanan berbarengan tapi datangnya terpisah dengan waktu cukup lama, Suasananya cukup enak meski ada sebagian yang kepanasan mungkin pohon atau tanamannya belum tumbuh, maaf bila penilaiannya salah sekali lagi maaf bila ada kata yang tidak sesuai.",553,
Mustika Amanah,4.0,setahun lalu,2023-10-24T12:20:57Z,"Baru lihat foto mie-nya aja udah bikin ngiler parah sih ini gacoan. Harganya murah. Murah banget. Pangsit sama udang kejunya paling juara. Tempatnya nyaman, suasananya enak. Apalagi kalo malem, gak panas. Recomended menu; udang keju + mie gacoan. (Combo kill)

Minusnya, antrian selalu panjang. Tapi alhamdulillah artinya gacoan banyak peminat. Ditambah, entah kebanyakan makan atau gimana, tapi kadang ngasih sensasi eneg. Mungkin mie-nya terlalu nyemek. Tapi gak selalu, ya.

Dan kalo dibandingin sama beberapa cabang gacoan yang lain, rasanya gak selalu konsisten sama. Di cabang lain ada yang kerasa cocok banget sama selera aku (dago), di yang lainnya ada yang bikin eneg, di cabang lainnya lagi ada yang pedes banget walau level satu. Pokoknya tiap cabang punya rasa berbeda, gak konsisten.

Sekian ♡",806,
Adeeva Maulana,3.0,5 bulan lalu,2025-01-20T03:44:24Z,"Malem Minggu tanggal 18januari saya makan disitu tp helm suami saya ada yg ngambil.. saya cuma MW minta rekaman cctv dan PGN tw siapa yg ngambil ajah ga ada respon.. saya tw bukan salah pihak GC tp setidak nya membantu karna saya kesitu jg makan bukan numpang parkir doang.. lalu buat apa ada tukang parkir dan bayar parkir kalau kehilangan sesuatu ga bisa dibantu.. sekali lagi bukan minta ganti ya,, cuma PGN tau siapa yg ngambil karna monmaap helm baru dan bagi saya harga sgtu lumayan, perbaiki lagi keamanan parkir nya.. trimakasih",536,
Hasna Afiyah,3.0,4 bulan lalu,2025-02-27T16:12:09Z,"baru kali ini mesen dine in mie nya dingin plus keasinannnnnnnnn, kulit pangsit beda ga kaya biasanya kaya pangsit yang keras plus agak apek gituuuu mohon perbaiki yaaaa ga seenak dulu gacoannya",194,
shall & shakk (Play and fun),5.0,2 tahun lalu,2023-03-17T12:36:56Z,"Makanan nya enak cm pelayanan nya kurang bagus ya karna rame kali ya jd mbaknya aga terburu"" , mungkin jg cape",110,
Shinta Amalia Oktafiani,5.0,2 tahun lalu,2023-06-25T17:35:21Z,"Makanannya enak, pelayanan nya cepat, dateng jam 9an antriannya ngga terlalu panjang, areanya juga luas jadi leluasa pilih tempat duduknya. Harganya juga termasuk murah",168,
arvie radinka,5.0,sebulan lalu,2025-06-15T06:32:51Z,untuk makanan nya cukup enak + suasana nya enak.... sama pelayanan nya bagus lahh untuk rat dari saya 1000/1000,111,
Gunadhi Pratama,5.0,setahun lalu,2023-08-06T10:30:32Z,"Lokasi: Strategis, dekat persimpangan buah-batu soekarno hatta. Cuman males saja begitu pulang harus muter balik ke stopan kircon dulu.

Makanan: Agak berminyak, pesan yg Mie Gacoan level 3 dominan rasa pedas nendang. Rasa mie kurang terasa, pangsit enak isi ayam.

Minuman: Es Coklat enak, ga pelit porsinya.

Note: Untuk yg mau dine in harus ekstra sabar, karena harus waiting list. Meja+kursi sih banyak, tapi ga seimbang sama pengunjung yg datang.",451,
Kesya Aulia,1.0,5 hari lalu,2025-07-10T15:39:39Z,"Pesanan tidak sesuai, trs pada saat komplen pegawai malah bercanda² ga jelas",76,
Febrina Lady,5.0,sebulan lalu,2025-06-06T13:54:14Z,"makananan enak service nya baik Dan ramah, untuk tempatny jga nyaman",68,
Rizkhy Ramdhan Maulana,5.0,sebulan lalu,2025-05-31T09:43:11Z,Tempatnya enak makannan juga enak pelayananya juga enak cepet best bnget buat gacoan buah batu pokonyaa best tempat makan terhoki,129,
alviranurkhamilla,5.0,2 minggu lalu,2025-06-29T07:02:44Z,"the best bgt pelayanan nya, makanan nya juga hangatttt, apalagi pegawai nya ganteng', cantik' dan rapih gesit pulaa, mantappp",125,
Indriani Rp,1.0,5 bulan lalu,2025-01-18T06:04:13Z,"baru kali ini kecewa sama pelayanan gacoan bubat, udah 4 tahun kalo makan gacoan kesitu karna emang enak dan kualitas oke. tapi hari ini dikecewain karena diskon 90% yang gagal aku claim karena kasir dan anak training baju merah gak mengarahkan sama sekali dan keliatan gatau apa apa mengenai diskon tsb. udah pesen 11 item, tapi di cek dan di kasih tau nya setelah pembayaran.",377,
Aini Al-Fajriah,4.0,setahun lalu,2023-11-14T00:45:49Z,"Definisi gacoan jualan dimsum, mie nya opsional. Aduh gk faham lagi, pesen level 1 pas dibuka cabe nya banyak bener kayaknya pas dikemas salah orderan. Pas mau makan mie nya ngegumpal belum mateng dong, terus mie nya kematengan padahal biasanya pas kekenyalannya. Parah sih, emang rame banget cuman kan cust beli pake uang bukan minta",334,
septian khafidillah96,1.0,3 bulan lalu,2025-04-09T07:09:13Z,Pelayanan lambat. Dtng pertama yang di siapin yang baru dtang,61,
Laila allenn,5.0,4 bulan lalu,2025-03-04T21:04:10Z,"tempat pertama kali aku nyobain gacoann, dan seenakk dan senyamann ituu",71,
Felice Naila,5.0,sebulan lalu,2025-06-01T07:44:03Z,"tempatnya enak banget buat makan rame2, layanan juga lumayan cepat sukaa bangett!! 🫶",84,
agustina hesty,5.0,2 minggu lalu,2025-07-01T06:09:26Z,Makanannya enak harganya muraaah pelayanannya baguss toilet mushalnya bersih,76,
Sigit Susana,5.0,2 tahun lalu,2023-02-10T08:44:48Z,"Tempatnya asik buat berdua atau rame"" makin asik
Mi nya enak sesuein aja levelnya, tambah minumannya makin seger.",113,
